股票代码,股票名称,交易日期,买入价格,卖出价格,收益率,收益金额,是否盈利
603004.SH,,2024-09-03,19.44,21.30,9.57%,18972.00,是
600686.SH,,2024-09-06,14.46,11.79,-18.46%,-40317.00,否
000516.SZ,,2024-09-10,4.78,4.39,-8.16%,-14547.00,否
003015.SZ,,2024-09-11,13.55,12.75,-5.90%,-9680.00,否
002866.SZ,,2024-09-13,13.97,12.75,-8.73%,-13420.00,否
002466.SZ,,2024-09-25,28.11,28.10,-0.04%,-50.00,否
600239.SH,,2024-09-27,2.50,2.90,16.00%,22520.00,是
002050.SZ,,2024-09-30,22.76,26.20,15.11%,24424.00,是
002119.SZ,,2024-10-09,13.85,13.68,-1.23%,-2295.00,否
603052.SH,,2024-10-11,37.20,37.00,-0.54%,-980.00,否
000801.SZ,,2024-10-15,10.18,10.63,4.42%,8145.00,是
002630.SZ,,2024-10-16,3.08,3.31,7.47%,14375.00,是
000402.SZ,,2024-10-17,3.50,3.24,-7.43%,-15366.00,否
002625.SZ,,2024-10-18,32.69,38.28,17.10%,32422.00,是
600418.SH,,2024-10-21,34.00,35.50,4.41%,9750.00,是
600100.SH,,2024-10-22,7.20,7.53,4.58%,10692.00,是
601162.SH,,2024-10-23,5.51,5.90,7.08%,17316.00,是
000595.SZ,,2024-10-24,10.10,9.99,-1.09%,-2849.00,否
002542.SZ,,2024-10-25,2.69,3.50,30.11%,78003.00,是
600696.SH,,2024-10-28,14.99,17.85,19.08%,64064.00,是
002423.SZ,,2024-10-30,19.11,21.85,14.34%,57266.00,是
002321.SZ,,2024-10-31,2.19,2.32,5.94%,27209.00,是
002513.SZ,,2024-11-01,5.40,5.74,6.30%,30566.00,是
002568.SZ,,2024-11-04,24.15,25.71,6.46%,33228.00,是
603019.SH,,2024-11-05,68.06,70.54,3.64%,19840.00,是
600751.SH,,2024-11-06,3.18,3.14,-1.26%,-7160.00,否
603489.SH,,2024-11-07,26.88,24.66,-8.26%,-46398.00,否
600536.SH,,2024-11-08,62.48,69.46,11.17%,57236.00,是
002992.SZ,,2024-11-11,65.43,73.20,11.88%,67599.00,是
603009.SH,,2024-11-12,31.52,30.24,-4.06%,-25984.00,否
000795.SZ,,2024-11-13,15.27,10.84,-29.01%,-178086.00,否
002779.SZ,,2024-11-14,55.51,58.61,5.58%,24180.00,是
600345.SH,,2024-11-18,27.17,25.24,-7.10%,-32617.00,否
002501.SZ,,2024-11-19,1.81,1.74,-3.87%,-16548.00,否
600292.SH,,2024-11-20,15.00,15.30,2.00%,8220.00,是
002392.SZ,,2024-11-21,4.84,4.65,-3.93%,-16473.00,否
002713.SZ,,2024-11-22,4.78,4.58,-4.18%,-16860.00,否
603585.SH,,2024-11-25,13.73,14.11,2.77%,10678.00,是
003021.SZ,,2024-12-02,78.00,80.60,3.33%,13000.00,是
600635.SH,,2024-12-03,4.63,4.49,-3.02%,-12390.00,否
603669.SH,,2024-12-04,7.50,8.45,12.67%,50350.00,是
000903.SZ,,2024-12-05,4.13,4.65,12.59%,56368.00,是
600178.SH,,2024-12-06,13.54,13.07,-3.47%,-17484.00,否
002403.SZ,,2024-12-09,16.06,19.14,19.18%,93324.00,是
603015.SH,,2024-12-11,13.42,12.78,-4.77%,-27648.00,否
002495.SZ,,2024-12-12,3.16,3.01,-4.75%,-26220.00,否
605388.SH,,2024-12-13,8.21,7.56,-7.92%,-41665.00,否
002402.SZ,,2024-12-16,21.98,21.00,-4.46%,-21560.00,否
002529.SZ,,2024-12-17,10.35,9.59,-7.34%,-33972.00,否
002181.SZ,,2024-12-18,8.88,10.12,13.96%,59892.00,是
000788.SZ,,2024-12-19,7.10,6.80,-4.23%,-20640.00,否
603629.SH,,2024-12-20,19.57,20.30,3.73%,17447.00,是
002045.SZ,,2024-12-23,22.97,21.29,-7.31%,-35448.00,否
603759.SH,,2024-12-24,8.48,8.15,-3.89%,-17523.00,否
603719.SH,,2024-12-25,15.19,15.52,2.17%,9372.00,是
603711.SH,,2024-12-26,18.90,18.65,-1.32%,-5850.00,否
603236.SH,,2024-12-27,73.18,70.13,-4.17%,-17995.00,否
001258.SZ,,2024-12-30,8.50,7.96,-6.35%,-26568.00,否
600398.SH,,2024-12-31,7.46,7.70,3.22%,12600.00,是
002269.SZ,,2025-01-03,2.31,2.48,7.36%,29750.00,是
002552.SZ,,2025-01-06,14.46,15.74,8.85%,38400.00,是
601226.SH,,2025-01-07,7.53,7.90,4.91%,23199.00,是
002187.SZ,,2025-01-08,7.37,7.78,5.56%,27552.00,是
003021.SZ,,2025-01-09,78.47,87.54,11.56%,59862.00,是
002050.SZ,,2025-01-10,25.80,26.66,3.33%,19436.00,是
002265.SZ,,2025-01-13,31.65,31.70,0.16%,950.00,是
002878.SZ,,2025-01-15,17.55,17.28,-1.54%,-9261.00,否
603270.SH,,2025-01-16,21.57,20.92,-3.01%,-17875.00,否
600183.SH,,2025-01-20,28.44,29.20,2.67%,15352.00,是
002718.SZ,,2025-01-23,15.99,17.02,6.44%,38110.00,是
600184.SH,,2025-01-24,11.17,10.28,-7.97%,-50107.00,否
001282.SZ,,2025-01-27,27.35,26.21,-4.17%,-24168.00,否
002394.SZ,,2025-02-05,8.24,8.00,-2.91%,-16176.00,否
000503.SZ,,2025-02-06,10.86,11.50,5.89%,31744.00,是
002906.SZ,,2025-02-07,35.10,34.80,-0.85%,-4860.00,否
603612.SH,,2025-02-10,16.38,16.58,1.22%,6900.00,是
600979.SH,,2025-02-11,5.16,5.28,2.33%,13320.00,是
600186.SH,,2025-02-12,7.47,7.32,-2.01%,-11775.00,否
600845.SH,,2025-02-13,33.80,35.14,3.96%,22780.00,是
000880.SZ,,2025-02-17,23.70,23.40,-1.27%,-7560.00,否
603516.SH,,2025-02-18,56.12,55.29,-1.48%,-8715.00,否
603315.SH,,2025-02-20,13.68,14.66,7.16%,41552.00,是
002272.SZ,,2025-02-21,11.48,11.78,2.61%,16260.00,是
000815.SZ,,2025-02-24,12.54,13.30,6.06%,38684.00,是
603767.SH,,2025-02-27,14.45,13.93,-3.60%,-24388.00,否
002042.SZ,,2025-02-28,6.20,5.43,-12.42%,-81081.00,否
002759.SZ,,2025-03-04,9.50,8.81,-7.26%,-41538.00,否
601020.SH,,2025-03-05,17.36,19.36,11.52%,61000.00,是
603166.SH,,2025-03-06,12.16,13.16,8.22%,48600.00,是
603822.SH,,2025-03-07,57.40,59.93,4.41%,28083.00,是
605100.SH,,2025-03-11,28.80,33.37,15.87%,106024.00,是
002195.SZ,,2025-03-12,7.15,6.31,-11.75%,-90972.00,否
603788.SH,,2025-03-13,19.08,20.65,8.23%,56206.00,是
600429.SH,,2025-03-17,4.68,4.55,-2.78%,-20540.00,否
002048.SZ,,2025-03-18,18.70,18.23,-2.51%,-18048.00,否
603966.SH,,2025-03-19,9.40,9.43,0.32%,2235.00,是
600579.SH,,2025-03-24,9.35,9.99,6.84%,48128.00,是
000541.SZ,,2025-03-25,8.58,8.98,4.66%,35000.00,是
600593.SH,,2025-03-27,36.50,36.65,0.41%,3225.00,是
601069.SH,,2025-03-31,15.49,17.50,12.98%,102309.00,是
603072.SH,,2025-04-03,49.04,56.55,15.31%,135931.00,是
002165.SZ,,2025-04-07,7.30,7.13,-2.33%,-23936.00,否
600354.SH,,2025-04-08,6.38,7.69,20.53%,206063.00,是
002100.SZ,,2025-04-09,6.78,6.78,0.00%,0.00,否
603069.SH,,2025-04-10,18.41,19.59,6.41%,77526.00,是
002685.SZ,,2025-04-14,6.44,6.66,3.42%,43978.00,是
600590.SH,,2025-04-15,10.50,9.09,-13.43%,-178788.00,否
001368.SZ,,2025-04-18,23.50,21.93,-6.68%,-76930.00,否
002796.SZ,,2025-04-21,12.00,11.68,-2.67%,-28672.00,否
001337.SZ,,2025-04-22,27.29,25.90,-5.09%,-53237.00,否
600800.SH,,2025-04-25,3.35,3.16,-5.67%,-56373.00,否
002068.SZ,,2025-04-28,11.90,11.09,-6.81%,-63747.00,否
603286.SH,,2025-04-30,32.12,34.92,8.72%,76160.00,是
000665.SZ,,2025-05-06,5.01,5.04,0.60%,5688.00,是
603086.SH,,2025-05-07,9.86,9.78,-0.81%,-7752.00,否
002977.SZ,,2025-05-08,34.95,40.25,15.16%,143630.00,是
603338.SH,,2025-05-13,51.99,48.29,-7.12%,-77330.00,否
000710.SZ,,2025-05-14,13.99,13.71,-2.00%,-20272.00,否
002961.SZ,,2025-05-15,16.73,16.20,-3.17%,-31482.00,否
605188.SH,,2025-05-19,13.65,15.27,11.87%,114210.00,是
600530.SH,,2025-05-20,8.00,7.62,-4.75%,-51110.00,否
002882.SZ,,2025-05-21,19.20,23.01,19.84%,203454.00,是
002365.SZ,,2025-05-22,17.84,20.07,12.50%,153424.00,是
605033.SH,,2025-05-23,19.79,19.37,-2.12%,-29316.00,否
002727.SZ,,2025-05-26,19.50,17.87,-8.36%,-112959.00,否
603960.SH,,2025-05-27,22.43,21.18,-5.57%,-69000.00,否
003042.SZ,,2025-05-28,18.20,17.01,-6.54%,-76517.00,否
603011.SH,,2025-05-29,17.94,19.71,9.87%,107970.00,是
002609.SZ,,2025-05-30,11.47,10.65,-7.15%,-85936.00,否
603518.SH,,2025-06-04,11.85,12.55,5.91%,65940.00,是
603238.SH,,2025-06-05,18.81,17.17,-8.72%,-102992.00,否
002250.SZ,,2025-06-06,12.02,15.40,28.12%,303524.00,是
600151.SH,,2025-06-09,7.39,7.06,-4.47%,-61743.00,否
002878.SZ,,2025-06-10,19.66,21.50,9.36%,123648.00,是
603906.SH,,2025-06-11,15.38,14.12,-8.19%,-118314.00,否
002734.SZ,,2025-06-12,22.70,19.80,-12.78%,-169360.00,否
002366.SZ,,2025-06-13,7.50,7.67,2.27%,26231.00,是
002657.SZ,,2025-06-17,25.71,26.48,2.99%,35420.00,是
603256.SH,,2025-06-23,13.85,13.80,-0.36%,-4400.00,否
600201.SH,,2025-06-24,7.95,8.13,2.26%,27486.00,是
002281.SZ,,2025-06-25,48.12,48.45,0.69%,8514.00,是
603123.SH,,2025-06-26,14.60,15.50,6.16%,77040.00,是
002579.SZ,,2025-06-30,14.50,14.73,1.59%,21045.00,是
600684.SH,,2025-07-01,4.47,4.30,-3.80%,-51289.00,否
603124.SH,,2025-07-02,53.46,54.11,1.22%,15730.00,是
600876.SH,,2025-07-03,12.06,12.18,1.00%,13056.00,是
002938.SZ,,2025-07-04,35.81,39.24,9.58%,126910.00,是
002020.SZ,,2025-07-07,15.60,15.11,-3.14%,-45619.00,否
002366.SZ,,2025-07-08,9.91,9.56,-3.53%,-49700.00,否
002865.SZ,,2025-07-09,42.80,44.11,3.06%,41527.00,是
002623.SZ,,2025-07-14,26.58,27.68,4.14%,57860.00,是
603617.SH,,2025-07-17,8.05,8.94,11.06%,161090.00,是
002246.SZ,,2025-07-18,16.70,21.53,28.92%,468027.00,是
600629.SH,,2025-07-21,10.34,11.58,11.99%,250108.00,是
600585.SH,,2025-07-22,25.74,27.00,4.90%,114282.00,是
601699.SH,,2025-07-23,13.55,14.18,4.65%,113904.00,是
603716.SH,,2025-07-24,28.60,30.62,7.06%,180992.00,是
600259.SH,,2025-07-25,63.54,63.85,0.49%,13392.00,是
600895.SH,,2025-07-28,30.58,31.65,3.50%,96514.00,是
002174.SZ,,2025-07-29,15.16,15.28,0.79%,22596.00,是
600581.SH,,2025-07-30,4.12,4.38,6.31%,181610.00,是
601869.SH,,2025-07-31,50.00,51.51,3.02%,92261.00,是
002424.SZ,,2025-08-01,6.12,6.65,8.66%,272950.00,是
603286.SH,,2025-08-04,31.40,35.56,13.25%,453440.00,是
002558.SZ,,2025-08-05,27.05,27.80,2.77%,107475.00,是
600610.SH,,2025-08-06,13.74,13.87,0.95%,37700.00,是
600150.SH,,2025-08-07,39.88,38.99,-2.23%,-89712.00,否
600651.SH,,2025-08-08,6.34,6.63,4.57%,179916.00,是
601089.SH,,2025-08-11,30.11,31.11,3.32%,136600.00,是
603757.SH,,2025-08-12,34.10,42.85,25.66%,1090250.00,是
000006.SZ,,2025-08-13,7.59,7.14,-5.93%,-316620.00,否
603031.SH,,2025-08-14,32.67,33.64,2.97%,149089.00,是
600410.SH,,2025-08-15,18.66,20.68,10.83%,559944.00,是
002873.SZ,,2025-08-18,12.73,15.19,19.32%,1107738.00,是
002871.SZ,,2025-08-19,16.45,17.00,3.34%,228690.00,是
002382.SZ,,2025-08-20,6.77,6.49,-4.14%,-292376.00,否
600864.SH,,2025-08-21,8.58,7.93,-7.58%,-513370.00,否
002369.SZ,,2025-08-22,11.12,11.41,2.61%,163328.00,是

统计摘要
总交易次数,178
盈利交易次数,103
亏损交易次数,75
胜率,57.87%
总收益,6227071.00
总收益率,3113.54%
最大回撤,39.68%
夏普比率,4.2758
最大盈利股票,002873.SZ()
最大盈利金额,1107738.00
最大亏损股票,600864.SH()
最大亏损金额,-513370.00
最终资金,6427071.00
适应度得分,1.294541
